rt,response,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,response_type,key_press,avg_frame_time,center_x,center_y,trial,block,test_pos,test_inner_radius,test_outer_radius,ref_inner_radius,ref_outer_radius,test_bigger
7671.3,"{""p_id"":""4733"",""age"":""19"",""handedness"":""right"",""sex"":""female"",""other_sex"":""""}",survey-html-form,0,7674,0.0-0.0,,,,,,,,,,,,,,
3131, ,html-keyboard-response,1,10806,0.0-1.0,"<p style=""color: white"">Welcome to the Size Judgment Experiment. <br>There will be 10 blocks in this experiment. <br>There will be 28 trials in each block. <br>You will be given a chance to take a break between blocks. <br>Press any key to start the experiment.</p>",,,,,,,,,,,,,
3240,arrowright,psychophysics,2,14066,0.0-2.0,,key,arrowright,16.65291282,640,288.5,,,,,,,,
1163.2,arrowright,psychophysics,3,15234,0.0-3.0-0.0,,key,arrowright,16.6532,640,288.5,1,1,-1,24,35,25,35,FALSE
null,null,psychophysics,4,16248,0.0-3.0-1.0,,key,null,16.65018644,640,288.5,,,,,,,,
658.7,arrowright,psychophysics,5,16911,0.0-3.0-0.1,,key,arrowright,16.65184615,640,288.5,2,1,1,20,35,25,35,TRUE
null,null,psychophysics,6,17915,0.0-3.0-1.1,,key,null,16.65258333,640,288.5,,,,,,,,
573.3,arrowright,psychophysics,7,18491,0.0-3.0-0.2,,key,arrowright,16.65366667,640,288.5,3,1,-1,20,15,25,35,FALSE
null,null,psychophysics,8,19498,0.0-3.0-1.2,,key,null,16.65421667,640,288.5,,,,,,,,
519.1,arrowleft,psychophysics,9,20021,0.0-3.0-0.3,,key,arrowleft,16.6539,640,288.5,4,1,-1,26,35,25,35,TRUE
null,null,psychophysics,10,21029,0.0-3.0-1.3,,key,null,16.65531667,640,288.5,,,,,,,,
551.4,arrowleft,psychophysics,11,21584,0.0-3.0-0.4,,key,arrowleft,16.6565,640,288.5,5,1,-1,26,35,25,35,TRUE
null,null,psychophysics,12,22592,0.0-3.0-1.4,,key,null,16.64727119,640,288.5,,,,,,,,
484.9,arrowleft,psychophysics,13,23079,0.0-3.0-0.5,,key,arrowleft,16.66051724,640,288.5,6,1,-1,25,35,25,35,TRUE
null,null,psychophysics,14,24093,0.0-3.0-1.5,,key,null,16.65376271,640,288.5,,,,,,,,
521.6,arrowleft,psychophysics,15,24618,0.0-3.0-0.6,,key,arrowleft,16.65587097,640,288.5,7,1,1,24,35,25,35,FALSE
null,null,psychophysics,16,25624,0.0-3.0-1.6,,key,null,16.65291525,640,288.5,,,,,,,,
1029.2,arrowright,psychophysics,17,26657,0.0-3.0-0.7,,key,arrowright,16.65152459,640,288.5,8,1,1,26,15,25,35,TRUE
null,null,psychophysics,18,27660,0.0-3.0-1.7,,key,null,16.65453333,640,288.5,,,,,,,,
767.3,arrowright,psychophysics,19,28430,0.0-3.0-0.8,,key,arrowright,16.65253333,640,288.5,9,1,1,30,15,25,35,TRUE
null,null,psychophysics,20,29438,0.0-3.0-1.8,,key,null,16.65272881,640,288.5,,,,,,,,
680.1,arrowleft,psychophysics,21,30122,0.0-3.0-0.9,,key,arrowleft,16.6527,640,288.5,10,1,-1,30,15,25,35,TRUE
null,null,psychophysics,22,31124,0.0-3.0-1.9,,key,null,16.65321667,640,288.5,,,,,,,,
993.5,arrowright,psychophysics,23,32120,0.0-3.0-0.10,,key,arrowright,16.65351724,640,288.5,11,1,1,25,35,25,35,TRUE
null,null,psychophysics,24,33135,0.0-3.0-1.10,,key,null,16.93769492,640,288.5,,,,,,,,
1084.3,arrowright,psychophysics,25,34226,0.0-3.0-0.11,,key,arrowright,16.65321538,640,288.5,12,1,1,30,15,25,35,TRUE
null,null,psychophysics,26,35234,0.0-3.0-1.11,,key,null,16.65244068,640,288.5,,,,,,,,
567,arrowright,psychophysics,27,35807,0.0-3.0-0.12,,key,arrowright,16.66008824,640,288.5,13,1,-1,25,35,25,35,FALSE
null,null,psychophysics,28,36816,0.0-3.0-1.12,,key,null,16.65238983,640,288.5,,,,,,,,
524.3,arrowright,psychophysics,29,37346,0.0-3.0-0.13,,key,arrowright,17.20803333,640,288.5,14,1,-1,26,15,25,35,FALSE
null,null,psychophysics,30,38349,0.0-3.0-1.13,,key,null,16.65446667,640,288.5,,,,,,,,
702.3,arrowright,psychophysics,31,39055,0.0-3.0-0.14,,key,arrowright,16.65268293,640,288.5,15,1,1,24,15,25,35,TRUE
null,null,psychophysics,32,40063,0.0-3.0-1.14,,key,null,16.65305085,640,288.5,,,,,,,,
511.7,arrowright,psychophysics,33,40580,0.0-3.0-0.15,,key,arrowright,16.64751613,640,288.5,16,1,-1,24,15,25,35,FALSE
null,null,psychophysics,34,41595,0.0-3.0-1.15,,key,null,16.65252542,640,288.5,,,,,,,,
576.2,arrowright,psychophysics,35,42176,0.0-3.0-0.16,,key,arrowright,16.65226471,640,288.5,17,1,1,30,35,25,35,TRUE
null,null,psychophysics,36,43194,0.0-3.0-1.16,,key,null,16.65491667,640,288.5,,,,,,,,
547.4,arrowright,psychophysics,37,43753,0.0-3.0-0.17,,key,arrowright,16.65275758,640,288.5,18,1,1,24,35,25,35,TRUE
null,null,psychophysics,38,44759,0.0-3.0-1.17,,key,null,16.6499661,640,288.5,,,,,,,,
1669,arrowleft,psychophysics,39,46434,0.0-3.0-0.18,,key,arrowleft,16.65429,640,288.5,19,1,-1,27,35,25,35,TRUE
null,null,psychophysics,40,47440,0.0-3.0-1.18,,key,null,16.65498305,640,288.5,,,,,,,,
1295.7,arrowleft,psychophysics,41,48742,0.0-3.0-0.19,,key,arrowleft,16.6545641,640,288.5,20,1,1,20,15,25,35,FALSE
null,null,psychophysics,42,49749,0.0-3.0-1.19,,key,null,16.6529322,640,288.5,,,,,,,,
1307.5,arrowleft,psychophysics,43,51071,0.0-3.0-0.20,,key,arrowleft,16.65575641,640,288.5,21,1,-1,27,35,25,35,TRUE
null,null,psychophysics,44,52086,0.0-3.0-1.20,,key,null,16.65506667,640,288.5,,,,,,,,
513.5,arrowright,psychophysics,45,52606,0.0-3.0-0.21,,key,arrowright,16.65222581,640,288.5,22,1,-1,23,35,25,35,FALSE
null,null,psychophysics,46,53618,0.0-3.0-1.21,,key,null,16.65422034,640,288.5,,,,,,,,
697.1,arrowleft,psychophysics,47,54321,0.0-3.0-0.22,,key,arrowleft,16.65233333,640,288.5,23,1,-1,25,15,25,35,TRUE
null,null,psychophysics,48,55334,0.0-3.0-1.22,,key,null,16.65459322,640,288.5,,,,,,,,
537.5,arrowleft,psychophysics,49,55878,0.0-3.0-0.23,,key,arrowleft,16.6526875,640,288.5,24,1,-1,27,35,25,35,TRUE
null,null,psychophysics,50,56882,0.0-3.0-1.23,,key,null,16.65327119,640,288.5,,,,,,,,
472.5,arrowleft,psychophysics,51,57362,0.0-3.0-0.24,,key,arrowleft,16.65264286,640,288.5,25,1,1,24,15,25,35,FALSE
null,null,psychophysics,52,58365,0.0-3.0-1.24,,key,null,16.65283051,640,288.5,,,,,,,,
474.2,arrowright,psychophysics,53,58845,0.0-3.0-0.25,,key,arrowright,16.64696429,640,288.5,26,1,-1,27,15,25,35,FALSE
null,null,psychophysics,54,59848,0.0-3.0-1.25,,key,null,16.65585,640,288.5,,,,,,,,
588.8,arrowright,psychophysics,55,60440,0.0-3.0-0.26,,key,arrowright,16.65864706,640,288.5,27,1,-1,26,35,25,35,FALSE
null,null,psychophysics,56,61445,0.0-3.0-1.26,,key,null,16.65027119,640,288.5,,,,,,,,
325,arrowright,psychophysics,57,61774,0.0-3.0-0.27,,key,arrowright,16.64568421,640,288.5,28,2,-1,30,15,25,35,FALSE
null,null,psychophysics,58,62777,0.0-3.0-1.27,,key,null,16.65142373,640,288.5,,,,,,,,
2213.5, ,html-keyboard-response,59,64993,0.0-3.0-2.27-0.27,"<div style=""color: white; text-align: center; vertical-align: top; display: inline-block; width: 800px; margin: auto""><p>You have completed 10% of the trials. You are on block 2 of 10. <br>Good job! Take a break if you need to.</p><p>Press any key to continue the experiment.</p></div>",,,,,,,,,,,,,
1168.3,arrowright,psychophysics,60,67193,0.0-3.0-0.28,,key,arrowright,16.6545493,640,288.5,29,2,1,24,35,25,35,TRUE
null,null,psychophysics,61,68206,0.0-3.0-1.28,,key,null,16.65301695,640,288.5,,,,,,,,
400.7,arrowright,psychophysics,62,68614,0.0-3.0-0.29,,key,arrowright,16.65533333,640,288.5,30,2,-1,24,15,25,35,FALSE
null,null,psychophysics,63,69622,0.0-3.0-1.29,,key,null,16.648,640,288.5,,,,,,,,
74.5,arrowleft,psychophysics,64,69700,0.0-3.0-0.30,,key,arrowleft,16.645,640,288.5,31,2,-1,26,35,25,35,TRUE
null,null,psychophysics,65,70704,0.0-3.0-1.30,,key,null,16.6569322,640,288.5,,,,,,,,
531.4,arrowleft,psychophysics,66,71241,0.0-3.0-0.31,,key,arrowleft,16.65503125,640,288.5,32,2,1,23,35,25,35,FALSE
null,null,psychophysics,67,72254,0.0-3.0-1.31,,key,null,16.65193333,640,288.5,,,,,,,,
423.2,arrowleft,psychophysics,68,72682,0.0-3.0-0.32,,key,arrowleft,16.64916667,640,288.5,33,2,-1,23,35,25,35,TRUE
null,null,psychophysics,69,73686,0.0-3.0-1.32,,key,null,16.65158333,640,288.5,,,,,,,,
400.6,arrowleft,psychophysics,70,74091,0.0-3.0-0.33,,key,arrowleft,16.65269565,640,288.5,34,2,1,23,15,25,35,FALSE
null,null,psychophysics,71,75101,0.0-3.0-1.33,,key,null,16.65148333,640,288.5,,,,,,,,
190.3,arrowleft,psychophysics,72,75301,0.0-3.0-0.34,,key,arrowleft,16.64363636,640,288.5,35,2,1,24,35,25,35,FALSE
null,null,psychophysics,73,76316,0.0-3.0-1.34,,key,null,16.65422034,640,288.5,,,,,,,,
455.4,arrowright,psychophysics,74,76778,0.0-3.0-0.35,,key,arrowright,16.65622222,640,288.5,36,2,1,23,35,25,35,TRUE
null,null,psychophysics,75,77782,0.0-3.0-1.35,,key,null,16.65123729,640,288.5,,,,,,,,
1226.3,arrowleft,psychophysics,76,79021,0.0-3.0-0.36,,key,arrowleft,16.65141892,640,288.5,37,2,-1,26,35,25,35,TRUE
null,null,psychophysics,77,80029,0.0-3.0-1.36,,key,null,16.65511864,640,288.5,,,,,,,,
326.8,arrowright,psychophysics,78,80362,0.0-3.0-0.37,,key,arrowright,16.66068421,640,288.5,38,2,-1,25,35,25,35,FALSE
null,null,psychophysics,79,81378,0.0-3.0-1.37,,key,null,16.65788333,640,288.5,,,,,,,,
