"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response_type","key_press","avg_frame_time","center_x","center_y","trial","block","test_pos","test_inner_radius","test_outer_radius","ref_inner_radius","ref_outer_radius","test_bigger"
"9180.099999904633","{""p_id"":""6160"",""age"":""19"",""handedness"":""right"",""sex"":""female"",""other_sex"":""""}","survey-html-form","0","9182","0.0-0.0","","","","","","","","","","","","","",""
"14246"," ","html-keyboard-response","1","23429","0.0-1.0","<p style=""color: white"">Welcome to the Size Judgment Experiment. <br>There will be 10 blocks in this experiment. <br>There will be 28 trials in each block. <br>You will be given a chance to take a break between blocks. <br>Press any key to start the experiment.</p>","","","","","","","","","","","","",""
"10222.800000190735"," ","psychophysics","2","33668","0.0-2.0","","key"," ","16.686680781758955","640","284.5","","","","","","","",""
"135569.29999995232","arrowright","psychophysics","3","169231","0.0-3.0-0.0","","key","arrowright","16.657517817645612","640","284.5","1","1","1","23","15","25","35","true"
"null","null","psychophysics","4","170242","0.0-3.0-1.0","","key","null","16.66030508474599","640","284.5","","","","","","","",""
"3613.2000000476837","arrowright","psychophysics","5","173862","0.0-3.0-0.1","","key","arrowright","16.65757603686644","640","284.5","2","1","-1","26","15","25","35","false"
"null","null","psychophysics","6","174879","0.0-3.0-1.1","","key","null","16.655576271186504","640","284.5","","","","","","","",""
"1557.1999998092651","arrowright","psychophysics","7","176443","0.0-3.0-0.2","","key","arrowright","16.656763440860193","640","284.5","3","1","1","23","15","25","35","true"
"null","null","psychophysics","8","177446","0.0-3.0-1.2","","key","null","16.66291525423718","640","284.5","","","","","","","",""
"1335.7000000476837","arrowright","psychophysics","9","178789","0.0-3.0-0.3","","key","arrowright","16.648237500000324","640","284.5","4","1","1","27","15","25","35","true"
"null","null","psychophysics","10","179794","0.0-3.0-1.3","","key","null","16.633271186440883","640","284.5","","","","","","","",""
"2304.2999999523163","arrowright","psychophysics","11","182103","0.0-3.0-0.4","","key","arrowright","16.65721739130453","640","284.5","5","1","1","27","35","25","35","true"
"null","null","psychophysics","12","183108","0.0-3.0-1.4","","key","null","16.657830508474174","640","284.5","","","","","","","",""
"350.5","arrowright","psychophysics","13","183465","0.0-3.0-0.5","","key","arrowright","16.657619047618937","640","284.5","6","1","1","24","15","25","35","true"
"null","null","psychophysics","14","184474","0.0-3.0-1.5","","key","null","16.65761016949151","640","284.5","","","","","","","",""
"2429.9000000953674","arrowright","psychophysics","15","186910","0.0-3.0-0.6","","key","arrowright","16.6591986301371","640","284.5","7","1","1","25","35","25","35","true"
"null","null","psychophysics","16","187922","0.0-3.0-1.6","","key","null","16.65861016949116","640","284.5","","","","","","","",""
"1383.7999999523163","arrowright","psychophysics","17","189312","0.0-3.0-0.7","","key","arrowright","16.658301204819224","640","284.5","8","1","1","26","15","25","35","true"
"null","null","psychophysics","18","190321","0.0-3.0-1.7","","key","null","16.65694915254253","640","284.5","","","","","","","",""
"1291.5","arrowright","psychophysics","19","191618","0.0-3.0-0.8","","key","arrowright","16.66000000000009","640","284.5","9","1","1","20","15","25","35","true"
"null","null","psychophysics","20","192620","0.0-3.0-1.8","","key","null","16.658711864406804","640","284.5","","","","","","","",""
"1068.8999998569489","arrowright","psychophysics","21","193694","0.0-3.0-0.9","","key","arrowright","16.65528125000037","640","284.5","10","1","-1","26","35","25","35","false"
"null","null","psychophysics","22","194702","0.0-3.0-1.9","","key","null","16.657813559321813","640","284.5","","","","","","","",""
"872.2999999523163","arrowright","psychophysics","23","195581","0.0-3.0-0.10","","key","arrowright","16.657096153846048","640","284.5","11","1","-1","26","15","25","35","false"
"null","null","psychophysics","24","196586","0.0-3.0-1.10","","key","null","16.659249999999883","640","284.5","","","","","","","",""
"1012.8999998569489","arrowright","psychophysics","25","197602","0.0-3.0-0.11","","key","arrowright","16.653800000000047","640","284.5","12","1","-1","27","15","25","35","false"
"null","null","psychophysics","26","198611","0.0-3.0-1.11","","key","null","16.657576271186294","640","284.5","","","","","","","",""
"622","arrowright","psychophysics","27","199236","0.0-3.0-0.12","","key","arrowright","16.65645945945997","640","284.5","13","1","1","20","35","25","35","true"
"null","null","psychophysics","28","200245","0.0-3.0-1.12","","key","null","16.656508474576217","640","284.5","","","","","","","",""
"453.2999999523163","arrowright","psychophysics","29","200710","0.0-3.0-0.13","","key","arrowright","16.6359259259264","640","284.5","14","1","-1","20","35","25","35","false"
"null","null","psychophysics","30","201714","0.0-3.0-1.13","","key","null","16.652830508474942","640","284.5","","","","","","","",""
"724.9000000953674","arrowright","psychophysics","31","202442","0.0-3.0-0.14","","key","arrowright","16.658325581395115","640","284.5","15","1","-1","25","15","25","35","false"
"null","null","psychophysics","32","203447","0.0-3.0-1.14","","key","null","16.655830508474384","640","284.5","","","","","","","",""
"465.40000009536743","arrowright","psychophysics","33","203918","0.0-3.0-0.15","","key","arrowright","16.65260714285666","640","284.5","16","1","-1","24","15","25","35","false"
"null","null","psychophysics","34","204930","0.0-3.0-1.15","","key","null","16.657372881355993","640","284.5","","","","","","","",""
"402.40000009536743","arrowright","psychophysics","35","205344","0.0-3.0-0.16","","key","arrowright","16.655291666667228","640","284.5","17","1","-1","23","15","25","35","false"
"null","null","psychophysics","36","206346","0.0-3.0-1.16","","key","null","16.65976271186452","640","284.5","","","","","","","",""
"387","arrowright","psychophysics","37","206738","0.0-3.0-0.17","","key","arrowright","16.656434782608613","640","284.5","18","1","1","24","35","25","35","true"
"null","null","psychophysics","38","207745","0.0-3.0-1.17","","key","null","16.656440677965787","640","284.5","","","","","","","",""
"310.69999980926514","arrowright","psychophysics","39","208061","0.0-3.0-0.18","","key","arrowright","16.657499999999548","640","284.5","19","1","-1","23","15","25","35","false"
"null","null","psychophysics","40","209072","0.0-3.0-1.18","","key","null","16.659066666666572","640","284.5","","","","","","","",""
"95.90000009536743","arrowright","psychophysics","41","209171","0.0-3.0-0.19","","key","arrowright","16.622999999998136","640","284.5","20","1","-1","27","15","25","35","false"
"null","null","psychophysics","42","210177","0.0-3.0-1.19","","key","null","16.65854237288122","640","284.5","","","","","","","",""
"977.0999999046326","arrowright","psychophysics","43","211160","0.0-3.0-0.20","","key","arrowright","16.65453448275893","640","284.5","21","1","1","30","15","25","35","true"
"null","null","psychophysics","44","212167","0.0-3.0-1.20","","key","null","16.658866666666775","640","284.5","","","","","","","",""
"366.10000014305115","arrowright","psychophysics","45","212536","0.0-3.0-0.21","","key","arrowright","16.6583333333325","640","284.5","22","1","-1","25","35","25","35","false"
"null","null","psychophysics","46","213542","0.0-3.0-1.21","","key","null","16.657338983050778","640","284.5","","","","","","","",""
"357.7999999523163","arrowright","psychophysics","47","213905","0.0-3.0-0.22","","key","arrowright","16.65604761904771","640","284.5","23","1","-1","25","15","25","35","false"
"null","null","psychophysics","48","214907","0.0-3.0-1.22","","key","null","16.65744067796642","640","284.5","","","","","","","",""
"344.90000009536743","arrowright","psychophysics","49","215263","0.0-3.0-0.23","","key","arrowright","16.668047619048075","640","284.5","24","1","-1","24","35","25","35","false"
"null","null","psychophysics","50","216275","0.0-3.0-1.23","","key","null","16.659183333333445","640","284.5","","","","","","","",""
"343.7000000476837","arrowright","psychophysics","51","216622","0.0-3.0-0.24","","key","arrowright","16.656789473683794","640","284.5","25","1","1","24","35","25","35","true"
"null","null","psychophysics","52","217624","0.0-3.0-1.24","","key","null","16.66048333333359","640","284.5","","","","","","","",""
"338.80000019073486","arrowright","psychophysics","53","217966","0.0-3.0-0.25","","key","arrowright","16.65684210526371","640","284.5","26","1","1","26","35","25","35","true"
"null","null","psychophysics","54","218972","0.0-3.0-1.25","","key","null","16.654508474576424","640","284.5","","","","","","","",""
"261.09999990463257","arrowright","psychophysics","55","219245","0.0-3.0-0.26","","key","arrowright","16.65368750000016","640","284.5","27","1","-1","20","35","25","35","false"
"null","null","psychophysics","56","220254","0.0-3.0-1.26","","key","null","16.658118644067763","640","284.5","","","","","","","",""
"201.89999985694885","arrowright","psychophysics","57","220459","0.0-3.0-0.27","","key","arrowright","16.658083333335526","640","284.5","28","2","-1","24","15","25","35","false"
"null","null","psychophysics","58","221470","0.0-3.0-1.27","","key","null","16.657338983050778","640","284.5","","","","","","","",""
"194.29999995231628","arrowright","html-keyboard-response","59","221666","0.0-3.0-2.27-0.27","<div style=""color: white; text-align: center; vertical-align: top; display: inline-block; width: 800px; margin: auto""><p>You have completed 10% of the trials. You are on block 2 of 10. <br>Good job! Take a break if you need to.</p><p>Press any key to continue the experiment.</p></div>","","","","","","","","","","","","",""
"2785.399999856949","arrowright","psychophysics","60","225474","0.0-3.0-0.28","","key","arrowright","16.67517261904764","640","284.5","29","2","-1","26","35","25","35","false"
"null","null","psychophysics","61","226487","0.0-3.0-1.28","","key","null","16.657338983050778","640","284.5","","","","","","","",""
"234.90000009536743","arrowright","psychophysics","62","226730","0.0-3.0-0.29","","key","arrowright","16.663857142856745","640","284.5","30","2","-1","24","35","25","35","false"
"null","null","psychophysics","63","227738","0.0-3.0-1.29","","key","null","16.658000000000175","640","284.5","","","","","","","",""
"137.20000004768372","arrowright","psychophysics","64","227878","0.0-3.0-0.30","","key","arrowright","16.65828571428678","640","284.5","31","2","-1","30","15","25","35","false"
"null","null","psychophysics","65","228886","0.0-3.0-1.30","","key","null","16.657338983051268","640","284.5","","","","","","","",""
"119.10000014305115","arrowright","psychophysics","66","229011","0.0-3.0-0.31","","key","arrowright","16.657285714285017","640","284.5","32","2","1","23","35","25","35","true"
"null","null","psychophysics","67","230019","0.0-3.0-1.31","","key","null","16.65727118644084","640","284.5","","","","","","","",""
"94.30000019073486","arrowright","psychophysics","68","230119","0.0-3.0-0.32","","key","arrowright","16.66120000000228","640","284.5","33","2","1","20","35","25","35","true"
"null","null","psychophysics","69","231135","0.0-3.0-1.32","","key","null","16.659016666666624","640","284.5","","","","","","","",""
"27.200000047683716","arrowright","psychophysics","70","231168","0.0-3.0-0.33","","key","arrowright","16.661999999982072","640","284.5","34","2","-1","24","15","25","35","false"
"null","null","psychophysics","71","232170","0.0-3.0-1.33","","key","null","16.6613333333337","640","284.5","","","","","","","",""
"45.59999990463257","arrowright","psychophysics","72","232219","0.0-3.0-0.34","","key","arrowright","16.555500000002212","640","284.5","35","2","1","26","35","25","35","true"
"null","null","psychophysics","73","233235","0.0-3.0-1.34","","key","null","16.65761666666658","640","284.5","","","","","","","",""
"105.29999995231628","arrowright","psychophysics","74","233343","0.0-3.0-0.35","","key","arrowright","16.65800000000163","640","284.5","36","2","1","25","35","25","35","true"
"null","null","psychophysics","75","234350","0.0-3.0-1.35","","key","null","16.65735593220363","640","284.5","","","","","","","",""
"4.3999998569488525","arrowright","psychophysics","76","234365","0.0-3.0-0.36","","key","arrowright","NaN","640","284.5","37","2","1","30","15","25","35","true"
"null","null","psychophysics","77","235382","0.0-3.0-1.36","","key","null","16.659033333333596","640","284.5","","","","","","","",""
"70.39999985694885","arrowright","psychophysics","78","235456","0.0-3.0-0.37","","key","arrowright","16.691249999996217","640","284.5","38","2","1","20","35","25","35","true"
"null","null","psychophysics","79","236469","0.0-3.0-1.37","","key","null","16.657283333332938","640","284.5","","","","","","","",""
"161.29999995231628","arrowright","psychophysics","80","236633","0.0-3.0-0.38","","key","arrowright","16.65662499999962","640","284.5","39","2","1","25","15","25","35","true"
"null","null","psychophysics","81","237635","0.0-3.0-1.38","","key","null","16.660416666666666","640","284.5","","","","","","","",""
"216.39999985694885","arrowright","psychophysics","82","237855","0.0-3.0-0.39","","key","arrowright","16.65824999999798","640","284.5","40","2","1","30","35","25","35","true"
"null","null","psychophysics","83","238866","0.0-3.0-1.39","","key","null","16.656898305084955","640","284.5","","","","","","","",""
"212.29999995231628","arrowright","psychophysics","84","239084","0.0-3.0-0.40","","key","arrowright","16.651923076923524","640","284.5","41","2","1","25","35","25","35","true"
"null","null","psychophysics","85","240100","0.0-3.0-1.40","","key","null","16.657333333333373","640","284.5","","","","","","","",""
"141.59999990463257","arrowright","psychophysics","86","240245","0.0-3.0-0.41","","key","arrowright","16.656428571428737","640","284.5","42","2","1","25","35","25","35","true"
"null","null","psychophysics","87","241249","0.0-3.0-1.41","","key","null","16.65744067796642","640","284.5","","","","","","","",""
"210","arrowright","psychophysics","88","241465","0.0-3.0-0.42","","key","arrowright","16.657583333333605","640","284.5","43","2","1","25","15","25","35","true"
"null","null","psychophysics","89","242481","0.0-3.0-1.42","","key","null","16.65965000000045","640","284.5","","","","","","","",""
"161.89999985694885","arrowright","psychophysics","90","242649","0.0-3.0-0.43","","key","arrowright","16.647900000002117","640","284.5","44","2","-1","30","35","25","35","false"
"null","null","psychophysics","91","243664","0.0-3.0-1.43","","key","null","16.657237288135626","640","284.5","","","","","","","",""
"238.40000009536743","arrowright","psychophysics","92","243908","0.0-3.0-0.44","","key","arrowright","16.65735714285776","640","284.5","45","2","1","25","35","25","35","true"
"null","null","psychophysics","93","244913","0.0-3.0-1.44","","key","null","16.657423728813566","640","284.5","","","","","","","",""
"246","arrowright","psychophysics","94","245164","0.0-3.0-0.45","","key","arrowright","16.64293333333335","640","284.5","46","2","-1","23","15","25","35","false"
"null","null","psychophysics","95","246179","0.0-3.0-1.45","","key","null","16.65771186440666","640","284.5","","","","","","","",""
"195.79999995231628","arrowright","psychophysics","96","246381","0.0-3.0-0.46","","key","arrowright","16.6507500000007","640","284.5","47","2","1","30","35","25","35","true"
"null","null","psychophysics","97","247395","0.0-3.0-1.46","","key","null","16.657406779661205","640","284.5","","","","","","","",""
"151.5","arrowright","psychophysics","98","247552","0.0-3.0-0.47","","key","arrowright","16.659555555554107","640","284.5","48","2","1","26","35","25","35","true"
"null","null","psychophysics","99","248561","0.0-3.0-1.47","","key","null","16.65745762711878","640","284.5","","","","","","","",""
"341.7000000476837","arrowright","psychophysics","100","248909","0.0-3.0-0.48","","key","arrowright","16.656600000000616","640","284.5","49","2","1","25","15","25","35","true"
"null","null","psychophysics","101","249910","0.0-3.0-1.48","","key","null","16.65959322033894","640","284.5","","","","","","","",""
"435.09999990463257","arrowright","psychophysics","102","250351","0.0-3.0-0.49","","key","arrowright","16.657423076922825","640","284.5","50","2","-1","26","35","25","35","false"
"null","null","psychophysics","103","251359","0.0-3.0-1.49","","key","null","16.657305084746056","640","284.5","","","","","","","",""
"314.5","arrowright","psychophysics","104","251680","0.0-3.0-0.50","","key","arrowright","16.65700000000039","640","284.5","51","2","1","24","35","25","35","true"
"null","null","psychophysics","105","252692","0.0-3.0-1.50","","key","null","16.65788135593175","640","284.5","","","","","","","",""
"352.5","arrowright","psychophysics","106","253050","0.0-3.0-0.51","","key","arrowright","16.656666666667054","640","284.5","52","2","-1","30","35","25","35","false"
"null","null","psychophysics","107","254059","0.0-3.0-1.51","","key","null","16.65456666666675","640","284.5","","","","","","","",""
"462","arrowright","psychophysics","108","254524","0.0-3.0-0.52","","key","arrowright","16.66580769230831","640","284.5","53","2","1","20","15","25","35","true"
"null","null","psychophysics","109","255542","0.0-3.0-1.52","","key","null","16.65967213114739","640","284.5","","","","","","","",""
"3839.399999856949","arrowright","psychophysics","110","259385","0.0-3.0-0.53","","key","arrowright","16.657545851528422","640","284.5","54","2","1","27","15","25","35","true"
"null","null","psychophysics","111","260389","0.0-3.0-1.53","","key","null","16.657316666666883","640","284.5","","","","","","","",""
"65.30000019073486","arrowright","psychophysics","112","260458","0.0-3.0-0.54","","key","arrowright","16.58833333332829","640","284.5","55","2","-1","25","15","25","35","false"
"null","null","psychophysics","113","261472","0.0-3.0-1.54","","key","null","16.655750000000506","640","284.5","","","","","","","",""
"57.09999990463257","arrowright","psychophysics","114","261532","0.0-3.0-0.55","","key","arrowright","16.677499999990687","640","284.5","56","3","1","23","15","25","35","true"
"null","null","psychophysics","115","262537","0.0-3.0-1.55","","key","null","16.659830508474457","640","284.5","","","","","","","",""
"38995.800000190735"," ","html-keyboard-response","116","301529","0.0-3.0-2.55-0.55","<div style=""color: white; text-align: center; vertical-align: top; display: inline-block; width: 800px; margin: auto""><p>You have completed 20% of the trials. You are on block 3 of 10. <br>Good job! Take a break if you need to.</p><p>Press any key to continue the experiment.</p></div>","","","","","","","","","","","","",""
"2337.0999999046326","arrowright","psychophysics","117","304881","0.0-3.0-0.56","","key","arrowright","16.73909999999991","640","284.5","57","3","-1","27","35","25","35","false"
"null","null","psychophysics","118","305893","0.0-3.0-1.56","","key","null","16.65578333333348","640","284.5","","","","","","","",""
"487.59999990463257","arrowright","psychophysics","119","306383","0.0-3.0-0.57","","key","arrowright","16.663392857143272","640","284.5","58","3","-1","26","35","25","35","false"
"null","null","psychophysics","120","307392","0.0-3.0-1.57","","key","null","16.656916666666316","640","284.5","","","","","","","",""
"3714.600000143051","arrowright","psychophysics","121","311111","0.0-3.0-0.58","","key","arrowright","16.657486486486484","640","284.5","59","3","-1","23","35","25","35","false"
"null","null","psychophysics","122","312123","0.0-3.0-1.58","","key","null","16.657950000000223","640","284.5","","","","","","","",""
"345.40000009536743","arrowright","psychophysics","123","312472","0.0-3.0-0.59","","key","arrowright","16.65747368420891","640","284.5","60","3","-1","25","15","25","35","false"
"null","null","psychophysics","124","313474","0.0-3.0-1.59","","key","null","16.65898333333316","640","284.5","","","","","","","",""
