"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","responses","button_pressed","images","left_choice","right_choice"
"true","fullscreen","0","2177","0.0-0.0","","","","","","","",""
"","html-keyboard-response","1","3379","0.0-1.0","1199","Welcome to the experiment. Press any key to begin.","32","","","","",""
"","survey-html-form","2","50477","0.0-2.0","47094.30000001192","","","{""p_id"":""7024"",""age"":""19"",""handedness"":""right"",""sex"":""female"",""other_sex"":""""}","","","",""
"","html-keyboard-response","3","78620","0.0-3.0","28141.69999998808","<p>Please fixate at the center '+' sign which will appear once you press any key. Then, <strong> an image </strong> will be shown in the center of the screen.</p><p>The image will contain an object.This will be followed by a <strong> Choice Screen </strong> containing two objects. Please choose the option <strong>[Click on the object]</strong> that you think was present in the image<p>Press any key to begin.</p>","32","","","","",""
"","html-keyboard-response","4","81626","0.0-4.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","5","82134","0.0-5.0","null","stimuli/images_hvm10/im169.png","","","null","169","4","8"
"","html-button-response","6","83234","0.0-6.0","1097.3999999910593","","","","1","","",""
"","html-keyboard-response","7","84241","0.0-7.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","8","84744","0.0-8.0","null","stimuli/images_hvm10/im157.png","","","null","157","0","7"
"","html-button-response","9","85653","0.0-9.0","907.4000000059605","","","","1","","",""
"","html-keyboard-response","10","86656","0.0-10.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","11","87163","0.0-11.0","null","stimuli/images_hvm10/im155.png","","","null","155","7","3"
"","html-button-response","12","87852","0.0-12.0","687.2999999970198","","","","0","","",""
"","html-keyboard-response","13","88856","0.0-13.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","14","89361","0.0-14.0","null","stimuli/images_hvm10/im162.png","","","null","162","8","0"
"","html-button-response","15","90686","0.0-15.0","1322.4000000059605","","","","0","","",""
"","html-keyboard-response","16","91690","0.0-16.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","17","92197","0.0-17.0","null","stimuli/images_hvm10/im165.png","","","null","165","8","3"
"","html-button-response","18","93987","0.0-18.0","1787.3999999910593","","","","0","","",""
"","html-keyboard-response","19","94989","0.0-19.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","20","95493","0.0-20.0","null","stimuli/images_hvm10/im164.png","","","null","164","8","1"
"","html-button-response","21","96277","0.0-21.0","781.7000000029802","","","","0","","",""
"","html-keyboard-response","22","97281","0.0-22.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","23","97788","0.0-23.0","null","stimuli/images_hvm10/im159.png","","","null","159","7","1"
"","html-button-response","24","98392","0.0-24.0","601.8000000119209","","","","0","","",""
"","html-keyboard-response","25","99396","0.0-25.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","26","99902","0.0-26.0","null","stimuli/images_hvm10/im156.png","","","null","156","4","7"
"","html-button-response","27","100693","0.0-27.0","788.2000000029802","","","","1","","",""
"","html-keyboard-response","28","101696","0.0-28.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","29","102201","0.0-29.0","null","stimuli/images_hvm10/im181.png","","","null","181","9","7"
"","html-button-response","30","102831","0.0-30.0","628","","","","0","","",""
"","html-keyboard-response","31","103833","0.0-31.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","32","104336","0.0-32.0","null","stimuli/images_hvm10/im196.png","","","null","196","9","4"
"","html-button-response","33","104986","0.0-33.0","648.1999999880791","","","","0","","",""
"","html-keyboard-response","34","105991","0.0-34.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","35","106495","0.0-35.0","null","stimuli/images_hvm10/im174.png","","","null","174","4","8"
"","html-button-response","36","107109","0.0-36.0","611.6000000089407","","","","1","","",""
"","html-keyboard-response","37","108116","0.0-37.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","38","108620","0.0-38.0","null","stimuli/images_hvm10/im79.png","","","null","79","6","3"
"","html-button-response","39","109274","0.0-39.0","651","","","","1","","",""
"","html-keyboard-response","40","110279","0.0-40.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","41","110786","0.0-41.0","null","stimuli/images_hvm10/im70.png","","","null","70","7","3"
"","html-button-response","42","111483","0.0-42.0","694.7000000029802","","","","1","","",""
"","html-keyboard-response","43","112487","0.0-43.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","44","112994","0.0-44.0","null","stimuli/images_hvm10/im80.png","","","null","80","4","6"
"","html-button-response","45","113542","0.0-45.0","545.7000000029802","","","","0","","",""
"","html-keyboard-response","46","114546","0.0-46.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","47","115051","0.0-47.0","null","stimuli/images_hvm10/im12.png","","","null","12","0","9"
"","html-button-response","48","115632","0.0-48.0","578","","","","0","","",""
"","html-keyboard-response","49","116636","0.0-49.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","50","117141","0.0-50.0","null","stimuli/images_hvm10/im197.png","","","null","197","0","9"
"","html-button-response","51","117730","0.0-51.0","586.4000000059605","","","","1","","",""
"","html-keyboard-response","52","118735","0.0-52.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","53","119237","0.0-53.0","null","stimuli/images_hvm10/im152.png","","","null","152","1","7"
"","html-button-response","54","119869","0.0-54.0","629.1999999880791","","","","1","","",""
"","html-keyboard-response","55","120876","0.0-55.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","56","121378","0.0-56.0","null","stimuli/images_hvm10/im184.png","","","null","184","9","0"
"","html-button-response","57","121873","0.0-57.0","492.20000000298023","","","","0","","",""
"","html-keyboard-response","58","122877","0.0-58.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","59","123384","0.0-59.0","null","stimuli/images_hvm10/im52.png","","","null","52","2","4"
"","html-button-response","60","124171","0.0-60.0","784.4000000059605","","","","0","","",""
"","html-keyboard-response","61","125175","0.0-61.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","62","125682","0.0-62.0","null","stimuli/images_hvm10/im161.png","","","null","161","6","8"
"","html-button-response","63","126116","0.0-63.0","430.69999998807907","","","","1","","",""
"","html-keyboard-response","64","127122","0.0-64.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","65","127626","0.0-65.0","null","stimuli/images_hvm10/im183.png","","","null","183","8","9"
"","html-button-response","66","128111","0.0-66.0","482.09999999403954","","","","0","","",""
"","html-keyboard-response","67","129116","0.0-67.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","68","129618","0.0-68.0","null","stimuli/images_hvm10/im68.png","","","null","68","0","3"
"","html-button-response","69","130299","0.0-69.0","677.9000000059605","","","","1","","",""
"","html-keyboard-response","70","131301","0.0-70.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","71","131803","0.0-71.0","null","stimuli/images_hvm10/im8.png","","","null","8","3","0"
"","html-button-response","72","132412","0.0-72.0","607.5999999940395","","","","1","","",""
"","html-keyboard-response","73","133416","0.0-73.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","74","133920","0.0-74.0","null","stimuli/images_hvm10/im191.png","","","null","191","9","6"
"","html-button-response","75","134497","0.0-75.0","575.2000000029802","","","","0","","",""
"","html-keyboard-response","76","135499","0.0-76.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","77","136001","0.0-77.0","null","stimuli/images_hvm10/im176.png","","","null","176","2","8"
"","html-button-response","78","136625","0.0-78.0","621.8999999910593","","","","0","","",""
"","html-keyboard-response","79","137631","0.0-79.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","80","138135","0.0-80.0","null","stimuli/images_hvm10/im22.png","","","null","22","6","1"
"","html-button-response","81","138742","0.0-81.0","605.3999999910593","","","","1","","",""
"","html-keyboard-response","82","139747","0.0-82.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","83","140250","0.0-83.0","null","stimuli/images_hvm10/im130.png","","","null","130","9","6"
"","html-button-response","84","140954","0.0-84.0","701.1999999880791","","","","0","","",""
"","html-keyboard-response","85","141955","0.0-85.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","86","142461","0.0-86.0","null","stimuli/images_hvm10/im144.png","","","null","144","7","8"
"","html-button-response","87","143236","0.0-87.0","772.2999999970198","","","","0","","",""
"","html-keyboard-response","88","144238","0.0-88.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","89","144741","0.0-89.0","null","stimuli/images_hvm10/im44.png","","","null","44","6","2"
"","html-button-response","90","145376","0.0-90.0","633.8000000119209","","","","1","","",""
"","html-keyboard-response","91","146381","0.0-91.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","92","146883","0.0-92.0","null","stimuli/images_hvm10/im137.png","","","null","137","6","3"
"","html-button-response","93","148352","0.0-93.0","1466.9000000059605","","","","1","","",""
"","html-keyboard-response","94","149355","0.0-94.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","95","149861","0.0-95.0","null","stimuli/images_hvm10/im39.png","","","null","39","2","1"
"","html-button-response","96","150572","0.0-96.0","709.1999999880791","","","","1","","",""
"","html-keyboard-response","97","151577","0.0-97.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","98","152079","0.0-98.0","null","stimuli/images_hvm10/im98.png","","","null","98","6","4"
"","html-button-response","99","152640","0.0-99.0","559.2000000029802","","","","0","","",""
"","html-keyboard-response","100","153643","0.0-100.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","101","154150","0.0-101.0","null","stimuli/images_hvm10/im115.png","","","null","115","5","2"
"","html-button-response","102","154989","0.0-102.0","837","","","","0","","",""
"","html-keyboard-response","103","155996","0.0-103.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","104","156500","0.0-104.0","null","stimuli/images_hvm10/im86.png","","","null","86","2","4"
"","html-button-response","105","157126","0.0-105.0","624","","","","1","","",""
"","html-keyboard-response","106","158128","0.0-106.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","107","158631","0.0-107.0","null","stimuli/images_hvm10/im14.png","","","null","14","0","5"
"","html-button-response","108","159138","0.0-108.0","504.8999999910593","","","","0","","",""
"","html-keyboard-response","109","160141","0.0-109.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","110","160645","0.0-110.0","null","stimuli/images_hvm10/im65.png","","","null","65","0","3"
"","html-button-response","111","161146","0.0-111.0","499","","","","1","","",""
"","html-keyboard-response","112","162148","0.0-112.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","113","162652","0.0-113.0","null","stimuli/images_hvm10/im78.png","","","null","78","1","3"
"","html-button-response","114","163123","0.0-114.0","468.79999999701977","","","","1","","",""
"","html-keyboard-response","115","164126","0.0-115.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","116","164631","0.0-116.0","null","stimuli/images_hvm10/im179.png","","","null","179","8","9"
"","html-button-response","117","165747","0.0-117.0","1113.300000011921","","","","0","","",""
"","html-keyboard-response","118","166751","0.0-118.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","119","167254","0.0-119.0","null","stimuli/images_hvm10/im186.png","","","null","186","9","1"
"","html-button-response","120","167828","0.0-120.0","572.5999999940395","","","","0","","",""
"","html-keyboard-response","121","168831","0.0-121.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","122","169337","0.0-122.0","null","stimuli/images_hvm10/im114.png","","","null","114","7","5"
"","html-button-response","123","169992","0.0-123.0","653","","","","1","","",""
"","html-keyboard-response","124","170996","0.0-124.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","125","171499","0.0-125.0","null","stimuli/images_hvm10/im31.png","","","null","31","5","1"
"","html-button-response","126","172349","0.0-126.0","846.7000000029802","","","","1","","",""
"","html-keyboard-response","127","173355","0.0-127.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","128","173861","0.0-128.0","null","stimuli/images_hvm10/im18.png","","","null","18","0","6"
"","html-button-response","129","174350","0.0-129.0","487","","","","0","","",""
"","html-keyboard-response","130","175352","0.0-130.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
