"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","responses","button_pressed","images","left_choice","right_choice"
"true","fullscreen","0","29535","0.0-0.0","","","","","","","",""
"","html-keyboard-response","1","31646","0.0-1.0","2106.0000000000036","Welcome to the experiment. Press any key to begin.","32","","","","",""
"","survey-html-form","2","59001","0.0-2.0","27352.999999999993","","","{""p_id"":""3518"",""age"":""20"",""handedness"":""right"",""sex"":""female"",""other_sex"":""""}","","","",""
"","html-keyboard-response","3","81971","0.0-3.0","22968","<p>Please fixate at the center '+' sign which will appear once you press any key. Then, <strong> an image </strong> will be shown in the center of the screen.</p><p>The image will contain an object.This will be followed by a <strong> Choice Screen </strong> containing two objects. Please choose the option <strong>[Click on the object]</strong> that you think was present in the image<p>Press any key to begin.</p>","32","","","","",""
"","html-keyboard-response","4","84973","0.0-4.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","5","85476","0.0-5.0","null","stimuli/images_hvm10/im18.png","","","null","18","8","0"
"","html-button-response","6","93773","0.0-6.0","8293","","","","0","","",""
"","html-keyboard-response","7","94776","0.0-7.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","8","95278","0.0-8.0","null","stimuli/images_hvm10/im139.png","","","null","139","7","6"
"","html-button-response","9","97249","0.0-9.0","1969.0000000000146","","","","0","","",""
"","html-keyboard-response","10","98252","0.0-10.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","11","98754","0.0-11.0","null","stimuli/images_hvm10/im10.png","","","null","10","8","0"
"","html-button-response","12","100537","0.0-12.0","1780.9999999999854","","","","0","","",""
"","html-keyboard-response","13","101539","0.0-13.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","14","102041","0.0-14.0","null","stimuli/images_hvm10/im59.png","","","null","59","2","0"
"","html-button-response","15","103010","0.0-15.0","967","","","","0","","",""
