run_id,condition,rt,response,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,response_type,key_press,avg_frame_time,center_x,center_y,trial,block,test_pos,test_inner_radius,test_outer_radius,ref_inner_radius,ref_outer_radius,test_bigger,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
18,1,34053.59999999963,"{""p_id"":""2760"",""age"":""21"",""handedness"":""right"",""sex"":""male"",""other_sex"":""}",survey-html-form,0,34056,0.0-0.0,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,11414.5,enter,html-keyboard-response,1,45472,0.0-1.0,"<p style=""color: white"">Welcome to the Size Judgment Experiment. <br>There will be 10 blocks in this experiment. <br>There will be 28 trials in each block. <br>You will be given a chance to take a break between blocks. <br>Press any key to start the experiment.</p>","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,29959.89999999944,arrowright,psychophysics,2,75442,0.0-2.0,"""",key,arrowright,6.066104251012147,546.5,307,"""","""","""","""","""","""","""","""","2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,2666.7000000001863,arrowright,psychophysics,3,78114,0.0-3.0-0.0,"""",key,arrowright,6.063611363636367,546.5,307,1,1,1,26,15,25,35,true,"2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,null,null,psychophysics,4,79115,0.0-3.0-1.0,"""",key,null,6.0635060975609365,546.5,307,"""","""","""","""","""","""","""","""","2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,1354,arrowright,psychophysics,5,80471,0.0-3.0-0.1,"""",key,arrowright,6.063614349775792,546.5,307,2,1,1,26,15,25,35,true,"2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,null,null,psychophysics,6,81472,0.0-3.0-1.1,"""",key,null,6.0636097560975655,546.5,307,"""","""","""","""","""","""","""","""","2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,4777.399999999441,arrowright,psychophysics,7,86253,0.0-3.0-0.2,"""",key,arrowright,6.063622617534938,546.5,307,3,1,1,24,35,25,35,true,"2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,null,null,psychophysics,8,87255,0.0-3.0-1.2,"""",key,null,6.063597560975567,546.5,307,"""","""","""","""","""","""","""","""","2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,1247.699999999255,arrowleft,psychophysics,9,88505,0.0-3.0-0.3,"""",key,arrowleft,6.063631067961201,546.5,307,4,1,-1,27,15,25,35,true,"2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,null,null,psychophysics,10,89506,0.0-3.0-1.3,"""",key,null,6.063640243902472,546.5,307,"""","""","""","""","""","""","""","""","2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
18,1,1156.2999999998137,arrowright,psychophysics,11,90665,0.0-3.0-0.4,"""",key,arrowright,6.063621052631596,546.5,307,5,1,1,27,35,25,35,true,"2021-10-03 17:36:47",99.240.209.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36",WebKit,Chrome,94.0.4606.61,Windows,10.0,fe3c1d035a65c549f7011c5446f73ede
