count,experiment,ID,age,handedness,sex,other_sex,course,ntrials-same-20,ntrials-same-23,ntrials-same-24,ntrials-same-25,ntrials-same-26,ntrials-same-27,ntrials-same-30,ntrials-small-20,ntrials-small-23,ntrials-small-24,ntrials-small-25,ntrials-small-26,ntrials-small-27,ntrials-small-30,rt-same-20,rt-same-23,rt-same-24,rt-same-25,rt-same-26,rt-same-27,rt-same-30,rt-small-20,rt-small-23,rt-small-24,rt-small-25,rt-small-26,rt-small-27,rt-small-30,testbigger-same-20,testbigger-same-23,testbigger-same-24,testbigger-same-25,testbigger-same-26,testbigger-same-27,testbigger-same-30,testbigger-small-20,testbigger-small-23,testbigger-small-24,testbigger-small-25,testbigger-small-26,testbigger-small-27,testbigger-small-30,pse-same,pse-same-avefit,slope-same,slope-same-avefit,pse-small,pse-small-avefit,slope-small,slope-small-avefit
44,0,2760,21,right,male,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1016.975,1328.1350000000093,1640.5149999998976,1399.6950000000186,1377.944999999972,1174.4949999999255,962.8549999999814,1243.259999999916,1173.3150000001303,1151.0500000000466,881.4599999997299,1022.725,798.9299999999814,781.2150000000372,0.0,0.2,0.4,0.35,0.6,0.85,1.0,0.4,0.85,0.95,1.0,1.0,1.0,1.0,25.11129018629498,24.99231762651599,0.1863424900207369,0.1921818530881045,20.608393576647764,23.10621932607183,0.20051752187520905,0.153649371362767
41,0,2769,22,right,female,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,737.8000000000131,1109.7499999999854,1493.4500000000073,1891.9499999999916,1115.0999999999942,1469.3500000000035,760.7000000000029,1423.0499999999993,1531.6999999999994,884.2999999999986,954.3999999999899,773.3999999999912,814.6999999999971,779.8500000000138,0.0,0.1,0.4,0.4,0.75,0.85,0.9,0.1,0.55,0.9,1.0,0.95,0.95,0.95,25.006122382256194,24.99231762651599,0.22104017653670954,0.1921818530881045,22.91025010647536,23.10621932607183,0.5362456276377876,0.153649371362767
46,0,2785,22,right,male,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,961.7799999999813,1202.554999999987,1640.5300000000861,2095.8850000000325,1495.8849999999045,1324.789999999985,1063.225000000035,899.8899999999442,1731.659999999992,1669.364999999979,1743.4800000000164,1415.0849999999687,1433.9500000000291,959.5750000000058,0.0,0.0,0.2,0.45,0.9,1.0,1.0,0.0,0.0,0.35,0.75,1.0,1.0,1.0,24.939622448945354,24.99231762651599,0.4670439921388039,0.1921818530881045,24.40613653468251,23.10621932607183,0.584781177270214,0.153649371362767
51,0,4388,21,right,female,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,912.8699999809265,1269.8150000095368,1132.5849999904633,1324.8149999618531,1079.510000038147,1819.3350001335143,668.9699998378753,1144.2999999046326,1659.0699999332428,850.9950000286102,725.6250000476837,707.3400000095368,839.229999923706,563.289999961853,0.1,0.1,0.3,0.55,0.65,0.85,0.95,0.3,0.8,1.0,0.95,1.0,1.0,1.0,25.054747551934938,24.99231762651599,0.2257772149171539,0.1921818530881045,21.04620977857413,23.10621932607183,0.20777565312828628,0.153649371362767
43,0,6323,21,right,male,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1128.285000002384,1919.9199999809266,2631.7450000047684,2494.0199999570846,2712.6650000214577,1566.539999973774,1041.2650000214576,1151.5049999952316,3851.585000026226,2182.9700000047683,1633.700000011921,1666.8200000047684,1282.575000011921,1041.6949999928474,0.0,0.15,0.35,0.55,0.9,1.0,1.0,0.0,0.45,0.5,0.9,1.0,1.0,0.9,24.50839042876415,24.99231762651599,0.31798029556736607,0.1921818530881045,23.497140922068326,23.10621932607183,0.3187798243804824,0.153649371362767
52,0,6555,23,right,female,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,585.1050000000745,763.5699999988079,617.3050000000745,784.9150000002235,731.9450000006706,900.255000000447,631.7100000008941,499.915000000596,710.7050000004471,971.1050000000745,1546.5750000018627,1073.170000000298,1014.6000000003726,736.1199999991804,0.2,0.35,0.3,0.5,0.55,0.75,0.75,0.15,0.25,0.8,0.55,0.7,0.75,0.9,25.218636725496935,24.99231762651599,0.07580112875107167,0.1921818530881045,23.924848732795404,23.10621932607183,0.09663627934460739,0.153649371362767
39,0,7431,24,right,female,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1114.4950000047684,1652.5649999856948,1683.624999976158,1723.6449999928475,1479.9399999737739,1850.9450000166894,1108.749999976158,1181.6850000023842,1917.3199999809265,1815.2800000071525,1659.6150000095367,1362.9349999904632,1177.3899999976159,881.4550000190735,0.05,0.15,0.4,0.6,0.85,0.9,1.0,0.05,0.1,0.45,0.75,0.8,0.95,0.95,24.524477891820087,24.99231762651599,0.24280517082837794,0.1921818530881045,24.368955926618465,23.10621932607183,0.29831458807094374,0.153649371362767
45,0,7577,22,right,female,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,980.2749999940395,936.6549999952316,1794.4150000214577,1372.3200000166894,1099.4750000178815,1025.9250000059606,1025.0350000202657,1236.8649999797344,2071.2200000107287,1275.0049999833107,1017.4850000143051,969.9899999856949,1082.9900000035764,826.8550000071525,0.0,0.35,0.3,0.6,0.55,0.7,0.9,0.1,0.1,0.65,0.55,0.65,0.85,0.9,25.196411741672428,24.99231762651599,0.12114540454489293,0.1921818530881045,24.541553432881535,23.10621932607183,0.1669922663220329,0.153649371362767
48,0,7655,25,right,male,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,820.039999961853,981.9899999499321,916.2549998998642,901.6599999547004,905.5399999141694,945.9499999523163,847.9699999332428,918.8149999380112,902.2299999713898,877.129999947548,895.714999973774,818.539999949932,847.6949999451638,815.254999935627,0.0,0.1,0.4,0.35,0.55,0.75,1.0,0.05,0.65,0.8,1.0,0.95,1.0,1.0,25.43903576321671,24.99231762651599,0.18595097678196604,0.1921818530881045,22.48210952349475,23.10621932607183,0.250230817426067,0.153649371362767
49,0,8234,21,right,male,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,6526.240000033378,2042.6900000333785,1613.3549999952315,3869.1449999928473,1146.960000026226,1321.1499999523162,939.0800000071525,2334.1650000214577,1278.1250000596046,1331.3799999952316,1357.6150000095367,1100.9400000095368,1285.2050000071526,754.5199999809265,0.0,0.2,0.25,0.5,0.8,0.85,0.9,0.05,0.55,0.75,0.9,0.9,0.95,1.0,24.882444963440474,24.99231762651599,0.2261855102554787,0.1921818530881045,22.864304296421082,23.10621932607183,0.1919222813859573,0.153649371362767
54,0,8491,23,right,female,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2158.9500000000116,3652.2499999999986,2290.749999999994,4063.100000000006,2318.6500000000146,1993.8499999999942,1312.5,2228.6499999999965,3802.950000000013,4381.1500000000115,4487.55,1530.0999999999972,1101.6000000000204,957.6999999999971,0.05,0.0,0.15,0.45,0.9,0.95,1.0,0.05,0.5,0.75,1.0,1.0,1.0,1.0,25.020497485861263,24.99231762651599,0.4710077869330356,0.1921818530881045,22.779409291704994,23.10621932607183,0.2903978762051253,0.153649371362767
40,0,9339 ,49,right,male,,PSYC4260_F2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1035.95,1599.9,1761.95,1728.25,1135.7,1189.45,1003.75,1295.5,1566.6,1788.75,1266.15,1222.95,1038.1,974.8,0.0,0.0,0.15,0.3,0.7,0.85,1.0,0.0,0.2,0.6,0.75,1.0,0.95,0.95,25.53244325311593,24.99231762651599,0.320216263807858,0.1921818530881045,23.897587441691936,23.10621932607183,0.353445267214943,0.153649371362767
53,0,999,20,right,male,,PSYC4260_S2021,20,20,20,20,20,20,20,20,20,20,20,20,20,20,863.0950000047684,994.9549999982119,1046.3550000101327,1064.6049999922514,963.1300000041723,1443.4799999922514,781.4450000047684,950.4999999910593,872.2549999982118,1103.090000000596,802.8850000023842,749.4300000011921,730.6600000023842,755.4999999970198,0.0,0.3,0.2,0.6,0.8,0.95,1.0,0.1,0.6,0.9,0.75,0.9,0.95,1.0,24.578418620674604,24.99231762651599,0.23567206560647624,0.1921818530881045,22.536797893775177,23.10621932607183,0.1625439950582155,0.153649371362767
