"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response_type","key_press","avg_frame_time","center_x","center_y","trial","block","test_pos","test_inner_radius","test_outer_radius","ref_inner_radius","ref_outer_radius","test_bigger"
"21091","{""p_id"":""7380"",""age"":""21"",""handedness"":""right"",""sex"":""female"",""other_sex"":""""}","survey-html-form","0","21091","0.0-0.0","","","","","","","","","","","","","",""
"5619"," ","html-keyboard-response","1","26714","0.0-1.0","<p style=""color: white"">Welcome to the Size Judgment Experiment. <br>There will be 10 blocks in this experiment. <br>There will be 28 trials in each block. <br>You will be given a chance to take a break between blocks. <br>Press any key to start the experiment.</p>","","","","","","","","","","","","",""
"7598","arrowleft","psychophysics","2","34322","0.0-2.0","","key","arrowleft","16.69301098901099","960","448","","","","","","","",""
"1207","arrowleft","psychophysics","3","35530","0.0-3.0-0.0","","key","arrowleft","16.669444444444405","960","448","1","1","1","24","15","25","35","false"
"null","null","psychophysics","4","36536","0.0-3.0-1.0","","key","null","16.675593220338992","960","448","","","","","","","",""
"4191","arrowright","psychophysics","5","40729","0.0-3.0-0.1","","key","arrowright","16.682639999999985","960","448","2","1","1","24","15","25","35","true"
"null","null","psychophysics","6","41735","0.0-3.0-1.1","","key","null","16.688333333333382","960","448","","","","","","","",""
"1626","arrowright","psychophysics","7","43362","0.0-3.0-0.2","","key","arrowright","16.68500000000002","960","448","3","1","-1","27","15","25","35","false"
"null","null","psychophysics","8","44364","0.0-3.0-1.2","","key","null","16.69593220338979","960","448","","","","","","","",""
"3731","arrowleft","psychophysics","9","48096","0.0-3.0-0.3","","key","arrowleft","16.68547085201794","960","448","4","1","1","25","15","25","35","false"
"null","null","psychophysics","10","49103","0.0-3.0-1.3","","key","null","16.68271186440676","960","448","","","","","","","",""
"1195","arrowleft","psychophysics","11","50299","0.0-3.0-0.4","","key","arrowleft","16.685633802816803","960","448","5","1","-1","27","35","25","35","true"
"null","null","psychophysics","12","51301","0.0-3.0-1.4","","key","null","16.69186440677978","960","448","","","","","","","",""
