"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response_type","key_press","avg_frame_time","center_x","center_y","trial","block","test_pos","test_inner_radius","test_outer_radius","ref_inner_radius","ref_outer_radius","test_bigger"
"49217.89999999851","{""p_id"":""9275"",""age"":""19"",""handedness"":""right"",""sex"":""female"",""other_sex"":""""}","survey-html-form","0","49222","0.0-0.0","","","","","","","","","","","","","",""
"62270.60000000149","enter","html-keyboard-response","1","111498","0.0-1.0","<p style=""color: white"">Welcome to the Size Judgment Experiment. <br>There will be 10 blocks in this experiment. <br>There will be 28 trials in each block. <br>You will be given a chance to take a break between blocks. <br>Press any key to start the experiment.</p>","","","","","","","","","","","","",""
"104196.5","enter","psychophysics","2","215719","0.0-2.0","","key","enter","16.70131746794872","720","380.5","","","","","","","",""
"29607","arrowright","psychophysics","3","245347","0.0-3.0-0.0","","key","arrowright","16.699005640157925","720","380.5","1","1","1","27","15","25","35","true"
"null","null","psychophysics","4","246353","0.0-3.0-1.0","","key","null","16.699152542372882","720","380.5","","","","","","","",""
"9110.099999997765","arrowright","psychophysics","5","255478","0.0-3.0-0.1","","key","arrowright","16.698992673992663","720","380.5","2","1","-1","25","15","25","35","false"
"null","null","psychophysics","6","256487","0.0-3.0-1.1","","key","null","16.699101694915306","720","380.5","","","","","","","",""
"3984.5","arrowright","psychophysics","7","260488","0.0-3.0-0.2","","key","arrowright","16.699058577405907","720","380.5","3","1","-1","20","35","25","35","false"
"null","null","psychophysics","8","261498","0.0-3.0-1.2","","key","null","16.699033898304876","720","380.5","","","","","","","",""
"15043.20000000298","arrowright","psychophysics","9","276555","0.0-3.0-0.3","","key","arrowright","16.698980022197578","720","380.5","4","1","-1","23","35","25","35","false"
"null","null","psychophysics","10","277562","0.0-3.0-1.3","","key","null","16.69884745762644","720","380.5","","","","","","","",""
"5323.300000000745","arrowleft","psychophysics","11","282898","0.0-3.0-0.4","","key","arrowleft","16.699034482758524","720","380.5","5","1","-1","30","35","25","35","true"
"null","null","psychophysics","12","283904","0.0-3.0-1.4","","key","null","16.699271186440395","720","380.5","","","","","","","",""
"10918.199999999255","arrowright","psychophysics","13","294837","0.0-3.0-0.5","","key","arrowright","16.698981651376087","720","380.5","6","1","1","24","35","25","35","true"
"null","null","psychophysics","14","295845","0.0-3.0-1.5","","key","null","16.698864406779787","720","380.5","","","","","","","",""
"1655.5","arrowright","psychophysics","15","297513","0.0-3.0-0.6","","key","arrowright","16.698898989898904","720","380.5","7","1","-1","20","35","25","35","false"
"null","null","psychophysics","16","298519","0.0-3.0-1.6","","key","null","16.699118644067173","720","380.5","","","","","","","",""
"931.8000000007451","arrowleft","psychophysics","17","299463","0.0-3.0-0.7","","key","arrowleft","16.69907142857223","720","380.5","8","1","-1","30","15","25","35","true"
"null","null","psychophysics","18","300488","0.0-3.0-1.7","","key","null","16.699169491525243","720","380.5","","","","","","","",""
"1353.9000000022352","arrowright","psychophysics","19","301858","0.0-3.0-0.8","","key","arrowright","16.905061728395033","720","380.5","9","1","1","30","15","25","35","true"
"null","null","psychophysics","20","302869","0.0-3.0-1.8","","key","null","16.699000000000037","720","380.5","","","","","","","",""
"3489","arrowright","psychophysics","21","306362","0.0-3.0-0.9","","key","arrowright","16.69909615384593","720","380.5","10","1","1","25","35","25","35","true"
"null","null","psychophysics","22","307367","0.0-3.0-1.9","","key","null","16.69891525423687","720","380.5","","","","","","","",""
"1558.7000000029802","arrowright","psychophysics","23","308938","0.0-3.0-0.10","","key","arrowright","16.698795698924236","720","380.5","11","1","1","23","15","25","35","true"
"null","null","psychophysics","24","309941","0.0-3.0-1.10","","key","null","16.698762711864635","720","380.5","","","","","","","",""
"2217.10000000149","arrowleft","psychophysics","25","312171","0.0-3.0-0.11","","key","arrowleft","16.69895488721812","720","380.5","12","1","-1","30","35","25","35","true"
"null","null","psychophysics","26","313181","0.0-3.0-1.11","","key","null","16.698694915254205","720","380.5","","","","","","","",""
"3224.89999999851","arrowright","psychophysics","27","316418","0.0-3.0-0.12","","key","arrowright","16.698958549222674","720","380.5","13","1","-1","26","35","25","35","false"
"null","null","psychophysics","28","317420","0.0-3.0-1.12","","key","null","16.699152542372882","720","380.5","","","","","","","",""
"11519.5","arrowright","psychophysics","29","328953","0.0-3.0-0.13","","key","arrowright","16.698973913043503","720","380.5","14","1","1","24","15","25","35","true"
"null","null","psychophysics","30","329963","0.0-3.0-1.13","","key","null","16.69911864406816","720","380.5","","","","","","","",""
"5438.89999999851","arrowright","psychophysics","31","335415","0.0-3.0-0.14","","key","arrowright","16.699000000000034","720","380.5","15","1","1","23","15","25","35","true"
"null","null","psychophysics","32","336422","0.0-3.0-1.14","","key","null","16.698576271185708","720","380.5","","","","","","","",""
"13135.400000002235","arrowleft","psychophysics","33","349563","0.0-3.0-0.15","","key","arrowleft","16.699016539440237","720","380.5","16","1","-1","25","35","25","35","true"
"null","null","psychophysics","34","350570","0.0-3.0-1.15","","key","null","16.698627118643774","720","380.5","","","","","","","",""
"7075.89999999851","arrowright","psychophysics","35","357659","0.0-3.0-0.16","","key","arrowright","16.69899056603781","720","380.5","17","1","1","23","15","25","35","true"
"null","null","psychophysics","36","358669","0.0-3.0-1.16","","key","null","16.699084745762452","720","380.5","","","","","","","",""
"2869.39999999851","arrowleft","psychophysics","37","361550","0.0-3.0-0.17","","key","arrowleft","16.699017441860633","720","380.5","18","1","-1","27","15","25","35","true"
"null","null","psychophysics","38","362560","0.0-3.0-1.17","","key","null","16.699271186440395","720","380.5","","","","","","","",""
"1437.800000000745","arrowleft","psychophysics","39","364010","0.0-3.0-0.18","","key","arrowleft","16.69909302325551","720","380.5","19","1","-1","26","35","25","35","true"
"null","null","psychophysics","40","365022","0.0-3.0-1.18","","key","null","16.698783333333754","720","380.5","","","","","","","",""
"4294.400000002235","arrowleft","psychophysics","41","369322","0.0-3.0-0.19","","key","arrowleft","16.69898437500001","720","380.5","20","1","1","20","15","25","35","false"
"null","null","psychophysics","42","370331","0.0-3.0-1.19","","key","null","16.699299999999734","720","380.5","","","","","","","",""
"29426.099999997765","arrowright","psychophysics","43","399762","0.0-3.0-0.20","","key","arrowright","16.69899375354913","720","380.5","21","1","1","23","15","25","35","true"
"null","null","psychophysics","44","400777","0.0-3.0-1.20","","key","null","16.698866666667165","720","380.5","","","","","","","",""
"4524.60000000149","arrowleft","psychophysics","45","405306","0.0-3.0-0.21","","key","arrowleft","16.69899999999993","720","380.5","22","1","1","23","35","25","35","false"
"null","null","psychophysics","46","406312","0.0-3.0-1.21","","key","null","16.698932203390218","720","380.5","","","","","","","",""
"11520.79999999702","arrowright","psychophysics","47","417843","0.0-3.0-0.22","","key","arrowright","16.698979680696674","720","380.5","23","1","1","26","35","25","35","true"
"null","null","psychophysics","48","418852","0.0-3.0-1.22","","key","null","16.699099999999937","720","380.5","","","","","","","",""
"1181.699999999255","arrowright","psychophysics","49","420046","0.0-3.0-0.23","","key","arrowright","16.69901408450711","720","380.5","24","1","1","30","15","25","35","true"
"null","null","psychophysics","50","421056","0.0-3.0-1.23","","key","null","16.698864406779787","720","380.5","","","","","","","",""
"2005.2000000029802","arrowright","psychophysics","51","423073","0.0-3.0-0.24","","key","arrowright","16.698808333333485","720","380.5","25","1","1","27","15","25","35","true"
"null","null","psychophysics","52","424078","0.0-3.0-1.24","","key","null","16.69906779661009","720","380.5","","","","","","","",""
"2532.300000000745","arrowleft","psychophysics","53","426626","0.0-3.0-0.25","","key","arrowleft","16.698881578947628","720","380.5","26","1","1","24","15","25","35","false"
"null","null","psychophysics","54","427629","0.0-3.0-1.25","","key","null","16.698830508475066","720","380.5","","","","","","","",""
"6056","arrowright","psychophysics","55","433689","0.0-3.0-0.26","","key","arrowright","16.698950276242986","720","380.5","27","1","-1","24","35","25","35","false"
