rt,response,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,response_type,key_press,avg_frame_time,center_x,center_y,trial,block,test_pos,test_inner_radius,test_outer_radius,ref_inner_radius,ref_outer_radius,test_bigger
14056.9,"{""p_id"":""4007"",""age"":""20"",""handedness"":""right"",""sex"":""female"",""other_sex"":""""}",survey-html-form,0,14060,0.0-0.0,,,,,,,,,,,,,,
19071.7, ,html-keyboard-response,1,33137,0.0-1.0,"<p style=""color: white"">Welcome to the Size Judgment Experiment. <br>There will be 10 blocks in this experiment. <br>There will be 28 trials in each block. <br>You will be given a chance to take a break between blocks. <br>Press any key to start the experiment.</p>",,,,,,,,,,,,,
3716.1,unidentified,psychophysics,2,36872,0.0-2.0,,key,unidentified,16.67195964,800,394.5,,,,,,,,
32780.7,arrowleft,psychophysics,3,69671,0.0-3.0-0.0,,key,arrowleft,16.67173462,800,394.5,1,1,1,20,15,25,35,FALSE
null,null,psychophysics,4,70674,0.0-3.0-1.0,,key,null,16.95915517,800,394.5,,,,,,,,
1417.8,arrowright,psychophysics,5,72095,0.0-3.0-0.1,,key,arrowright,16.67160714,800,394.5,2,1,1,26,15,25,35,TRUE
null,null,psychophysics,6,73097,0.0-3.0-1.1,,key,null,16.67137288,800,394.5,,,,,,,,
3838.4,arrowright,psychophysics,7,76937,0.0-3.0-0.2,,key,arrowright,16.6717,800,394.5,3,1,1,26,35,25,35,TRUE
null,null,psychophysics,8,77941,0.0-3.0-1.2,,key,null,16.67138983,800,394.5,,,,,,,,
5745.7,arrowright,psychophysics,9,83689,0.0-3.0-0.3,,key,arrowright,16.67163953,800,394.5,4,1,-1,24,35,25,35,FALSE
null,null,psychophysics,10,84692,0.0-3.0-1.3,,key,null,16.67128814,800,394.5,,,,,,,,
4003.4,arrowleft,psychophysics,11,88697,0.0-3.0-0.4,,key,arrowleft,16.67179498,800,394.5,5,1,1,23,15,25,35,FALSE
null,null,psychophysics,12,89700,0.0-3.0-1.4,,key,null,16.67213559,800,394.5,,,,,,,,
7468.1,arrowleft,psychophysics,13,97172,0.0-3.0-0.5,,key,arrowleft,16.67159732,800,394.5,6,1,1,24,15,25,35,FALSE
null,null,psychophysics,14,98174,0.0-3.0-1.5,,key,null,16.67179661,800,394.5,,,,,,,,
9361.5,arrowleft,psychophysics,15,107541,0.0-3.0-0.6,,key,arrowleft,16.67205169,800,394.5,7,1,1,24,35,25,35,FALSE
null,null,psychophysics,16,108547,0.0-3.0-1.6,,key,null,16.67178333,800,394.5,,,,,,,,
3189.1,arrowleft,psychophysics,17,111751,0.0-3.0-0.7,,key,arrowleft,16.75761579,800,394.5,8,1,1,23,15,25,35,FALSE
null,null,psychophysics,18,112753,0.0-3.0-1.7,,key,null,16.6719661,800,394.5,,,,,,,,
7587.7,arrowright,psychophysics,19,120343,0.0-3.0-0.8,,key,arrowright,16.78309091,800,394.5,9,1,1,23,15,25,35,TRUE
null,null,psychophysics,20,121348,0.0-3.0-1.8,,key,null,16.6750339,800,394.5,,,,,,,,
5639,arrowright,psychophysics,21,126998,0.0-3.0-0.9,,key,arrowright,16.72115134,800,394.5,10,1,1,25,35,25,35,TRUE
null,null,psychophysics,22,128007,0.0-3.0-1.9,,key,null,16.67368333,800,394.5,,,,,,,,
9108.8,arrowleft,psychophysics,23,137123,0.0-3.0-0.10,,key,arrowleft,16.67144872,800,394.5,11,1,1,23,15,25,35,FALSE
null,null,psychophysics,24,138131,0.0-3.0-1.10,,key,null,16.67398305,800,394.5,,,,,,,,
2277.8,arrowleft,psychophysics,25,140421,0.0-3.0-0.11,,key,arrowleft,16.67225,800,394.5,12,1,-1,26,15,25,35,TRUE
null,null,psychophysics,26,141426,0.0-3.0-1.11,,key,null,16.67238333,800,394.5,,,,,,,,
2064.6,arrowright,psychophysics,27,143497,0.0-3.0-0.12,,key,arrowright,16.6730813,800,394.5,13,1,-1,23,35,25,35,FALSE
null,null,psychophysics,28,144505,0.0-3.0-1.12,,key,null,16.67084746,800,394.5,,,,,,,,
7596,arrowright,psychophysics,29,152112,0.0-3.0-0.13,,key,arrowright,16.81936947,800,394.5,14,1,-1,25,35,25,35,FALSE
null,null,psychophysics,30,153119,0.0-3.0-1.13,,key,null,16.67081356,800,394.5,,,,,,,,
2936.3,arrowright,psychophysics,31,156067,0.0-3.0-0.14,,key,arrowright,16.671875,800,394.5,15,1,1,25,35,25,35,TRUE
